# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-11-12 16:15:49 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10194200 CLEAR CREEK ABOVE DIVERSIONS, NEAR SEVIER, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 10194200
#            TS   parameter     statistic     Description
#        143798       00060     00003     Discharge, cubic feet per second (Mean)
#        237564       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	143798_00060_00003	143798_00060_00003_cd	237564_00065_00003	237564_00065_00003_cd
USGS	10194200	2012-02-08	17.9	A	0.84	A
USGS	10194200	2012-02-09	16.1	A	0.79	A
USGS	10194200	2012-02-10	16.4	A	0.80	A
USGS	10194200	2012-02-11	16.8	A	0.81	A
USGS	10194200	2012-02-12	17.7	A	0.84	A
USGS	10194200	2012-02-13	16.9	A	0.81	A
USGS	10194200	2012-02-14	17.0	A	0.82	A
USGS	10194200	2012-02-15	16.0	A	0.78	A
USGS	10194200	2012-02-16	16.3	A	0.80	A
USGS	10194200	2012-02-17	14.8	A	0.74	A
USGS	10194200	2012-02-18	14.8	A	0.72	A
USGS	10194200	2012-02-19	17.3	A	0.83	A
USGS	10194200	2012-02-20	14.1	A	0.69	A
USGS	10194200	2012-02-21	17.3	A	0.82	A
USGS	10194200	2012-02-22	18.2	A	0.85	A
USGS	10194200	2012-02-23	17.7	A	0.84	A
USGS	10194200	2012-02-24	15.8	A	0.77	A
USGS	10194200	2012-02-25	17.5	A	0.83	A
USGS	10194200	2012-02-26	16.1	A	0.78	A
USGS	10194200	2012-02-27	17.4	A	0.82	A
USGS	10194200	2012-02-28	18.1	A	0.85	A
USGS	10194200	2012-02-29	17.1	A	0.82	A
USGS	10194200	2012-03-01	17.3	A	0.83	A
USGS	10194200	2012-03-02	16.0	A	0.78	A
USGS	10194200	2012-03-03	14.9	A	0.70	A
USGS	10194200	2012-03-04	17.7	A	0.82	A
USGS	10194200	2012-03-05	19.7	A	0.89	A
USGS	10194200	2012-03-06	22.5	A	0.97	A
USGS	10194200	2012-03-07	20.3	A	0.91	A
USGS	10194200	2012-03-08	18.5	A	0.84	A
USGS	10194200	2012-03-09	20.4	A	0.88	A
USGS	10194200	2012-03-10	27.1	A	1.01	A
USGS	10194200	2012-03-11	33.8	A	1.13	A
USGS	10194200	2012-03-12	42.1	A	1.24	A
USGS	10194200	2012-03-13	47.1	A	1.31	A
USGS	10194200	2012-03-14	53.4	A	1.39	A
USGS	10194200	2012-03-15	62.8	A	1.49	A
USGS	10194200	2012-03-16	70.7	A	1.59	A
USGS	10194200	2012-03-17	75.5	A	1.65	A
USGS	10194200	2012-03-18	62.7	A	1.50	A
USGS	10194200	2012-03-19	48.9	A	1.31	A
USGS	10194200	2012-03-20	44.2	A	1.23	A
USGS	10194200	2012-03-21	42.7	A	1.21	A
USGS	10194200	2012-03-22	47.0	A	1.28	A
USGS	10194200	2012-03-23	55.2	A	1.40	A
USGS	10194200	2012-03-24	59.9	A	1.46	A
USGS	10194200	2012-03-25	59.5	A	1.46	A
USGS	10194200	2012-03-26	60.7	A	1.47	A
USGS	10194200	2012-03-27	54.8	A	1.39	A
USGS	10194200	2012-03-28	53.7	A	1.38	A
USGS	10194200	2012-03-29	54.9	A	1.40	A
USGS	10194200	2012-03-30	58.4	A	1.44	A
USGS	10194200	2012-03-31	71.5	A	1.60	A
USGS	10194200	2012-04-01	90.2	A	1.81	A
USGS	10194200	2012-04-02	81.8	A	1.72	A
USGS	10194200	2012-04-03	69.7	A	1.58	A
USGS	10194200	2012-04-04	65.4	A	1.53	A
USGS	10194200	2012-04-05	66.7	A	1.55	A
USGS	10194200	2012-04-06	64.7	A	1.52	A
USGS	10194200	2012-04-07	61.5	A	1.48	A
USGS	10194200	2012-04-08	60.9	A	1.48	A
USGS	10194200	2012-04-09	64.9	A	1.53	A
USGS	10194200	2012-04-10	73.8	A	1.63	A
USGS	10194200	2012-04-11	83.3	A	1.74	A
USGS	10194200	2012-04-12	88.1	A	1.79	A
USGS	10194200	2012-04-13	81.1	A	1.71	A
USGS	10194200	2012-04-14	76.1	A	1.66	A
USGS	10194200	2012-04-15	72.9	A	1.62	A
USGS	10194200	2012-04-16	70.9	A	1.60	A
USGS	10194200	2012-04-17	73.2	A	1.63	A
USGS	10194200	2012-04-18	71.1	A	1.60	A
USGS	10194200	2012-04-19	74.0	A	1.64	A
USGS	10194200	2012-04-20	79.8	A	1.70	A
USGS	10194200	2012-04-21	95.4	A	1.86	A
USGS	10194200	2012-04-22	115	A	2.04	A
USGS	10194200	2012-04-23	127	A	2.13	A
USGS	10194200	2012-04-24	133	A	2.19	A
USGS	10194200	2012-04-25	135	A	2.21	A
USGS	10194200	2012-04-26	133	A	2.19	A
USGS	10194200	2012-04-27	135	A	2.21	A
USGS	10194200	2012-04-28	124	A	2.11	A
USGS	10194200	2012-04-29	111	A	2.00	A
USGS	10194200	2012-04-30	104	A	1.94	A
USGS	10194200	2012-05-01	104	A	1.94	A
USGS	10194200	2012-05-02	109	A	1.99	A
USGS	10194200	2012-05-03	113	A	2.02	A
USGS	10194200	2012-05-04	111	A	2.00	A
USGS	10194200	2012-05-05	110	A	1.99	A
USGS	10194200	2012-05-06	107	A	1.97	A
USGS	10194200	2012-05-07	98.3	A	1.89	A
USGS	10194200	2012-05-08	92.5	A	1.83	A
USGS	10194200	2012-05-09	94.2	A	1.85	A
USGS	10194200	2012-05-10	91.3	A	1.82	A
USGS	10194200	2012-05-11	91.3	A	1.82	A
USGS	10194200	2012-05-12	94.1	A	1.85	A
USGS	10194200	2012-05-13	90.3	A	1.81	A
USGS	10194200	2012-05-14	87.9	A	1.78	A
USGS	10194200	2012-05-15	89.7	A	1.81	A
USGS	10194200	2012-05-16	90.9	A	1.82	A
USGS	10194200	2012-05-17	87.1	A	1.80	A
USGS	10194200	2012-05-18	89.6	A	1.82	A
USGS	10194200	2012-05-19	85.6	A	1.79	A
USGS	10194200	2012-05-20	80.3	A	1.74	A
USGS	10194200	2012-05-21	77.7	A	1.72	A
USGS	10194200	2012-05-22	76.2	A	1.71	A
USGS	10194200	2012-05-23	79.3	A	1.74	A
USGS	10194200	2012-05-24	76.8	A	1.73	A
USGS	10194200	2012-05-25	71.5	A	1.67	A
USGS	10194200	2012-05-26	67.7	A	1.63	A
USGS	10194200	2012-05-27	65.4	A	1.61	A
USGS	10194200	2012-05-28	61.3	A	1.56	A
USGS	10194200	2012-05-29	58.2	A	1.53	A
USGS	10194200	2012-05-30	57.1	A	1.52	A
USGS	10194200	2012-05-31	56.5	A	1.52	A
USGS	10194200	2012-06-01	57.6	A	1.54	A
USGS	10194200	2012-06-02	57.0	A	1.53	A
USGS	10194200	2012-06-03	56.0	A	1.53	A
USGS	10194200	2012-06-04	55.3	A	1.52	A
USGS	10194200	2012-06-05	54.2	A	1.51	A
USGS	10194200	2012-06-06	59.0	A	1.58	A
USGS	10194200	2012-06-07	56.4	A	1.56	A
USGS	10194200	2012-06-08	54.3	A	1.53	A
USGS	10194200	2012-06-09	53.0	A	1.52	A
USGS	10194200	2012-06-10	52.4	A	1.52	A
USGS	10194200	2012-06-11	50.5	A	1.49	A
USGS	10194200	2012-06-12	47.9	A	1.46	A
USGS	10194200	2012-06-13	46.8	A	1.45	A
USGS	10194200	2012-06-14	46.0	A	1.44	A
USGS	10194200	2012-06-15	45.4	A	1.44	A
USGS	10194200	2012-06-16	44.1	A	1.42	A
USGS	10194200	2012-06-17	42.4	A	1.40	A
USGS	10194200	2012-06-18	40.4	A	1.37	A
USGS	10194200	2012-06-19	41.0	A	1.39	A
USGS	10194200	2012-06-20	39.8	A	1.37	A
USGS	10194200	2012-06-21	37.2	A	1.34	A
USGS	10194200	2012-06-22	34.0	A	1.28	A
USGS	10194200	2012-06-23	31.9	A	1.24	A
USGS	10194200	2012-06-24	31.1	A	1.22	A
USGS	10194200	2012-06-25	30.7	A	1.21	A
USGS	10194200	2012-06-26	29.7	A	1.19	A
USGS	10194200	2012-06-27	29.4	A	1.19	A
USGS	10194200	2012-06-28	29.0	A	1.18	A
USGS	10194200	2012-06-29	28.4	A	1.17	A
USGS	10194200	2012-06-30	28.0	A	1.16	A
USGS	10194200	2012-07-01	28.0	A	1.16	A
USGS	10194200	2012-07-02	27.6	A	1.15	A
USGS	10194200	2012-07-03	27.1	A	1.14	A
USGS	10194200	2012-07-04	26.7	A	1.13	A
USGS	10194200	2012-07-05	27.5	A	1.14	A
USGS	10194200	2012-07-06	27.6	A	1.15	A
USGS	10194200	2012-07-07	26.4	A	1.12	A
USGS	10194200	2012-07-08	25.8	A	1.11	A
USGS	10194200	2012-07-09	25.2	A	1.09	A
USGS	10194200	2012-07-10	25.1	A	1.09	A
USGS	10194200	2012-07-11	25.4	A	1.10	A
USGS	10194200	2012-07-12	25.1	A	1.09	A
USGS	10194200	2012-07-13	25.9	A	1.11	A
USGS	10194200	2012-07-14	26.5	A	1.12	A
USGS	10194200	2012-07-15	26.3	A	1.12	A
USGS	10194200	2012-07-16	27.2	A	1.14	A
USGS	10194200	2012-07-17	29.1	A	1.18	A
USGS	10194200	2012-07-18	25.4	A	1.11	A
USGS	10194200	2012-07-19	24.8	A	1.09	A
USGS	10194200	2012-07-20	23.9	A	1.08	A
USGS	10194200	2012-07-21	24.9	A	1.10	A
USGS	10194200	2012-07-22	27.8	A	1.18	A
USGS	10194200	2012-07-23	26.3	A	1.15	A
USGS	10194200	2012-07-24	25.7	A	1.14	A
USGS	10194200	2012-07-25	24.7	A	1.12	A
USGS	10194200	2012-07-26	22.6	A	1.07	A
USGS	10194200	2012-07-27	22.1	A	1.07	A
USGS	10194200	2012-07-28	21.6	A	1.06	A
USGS	10194200	2012-07-29	21.5	A	1.06	A
USGS	10194200	2012-07-30	24.4	A	1.13	A
USGS	10194200	2012-07-31	33.0	A	1.33	A
USGS	10194200	2012-08-01	31.0	A	1.29	A
USGS	10194200	2012-08-02	25.0	A	1.16	A
USGS	10194200	2012-08-03	21.5	A	1.08	A
USGS	10194200	2012-08-04	20.1	A	1.05	A
USGS	10194200	2012-08-05	20.3	A	1.06	A
USGS	10194200	2012-08-06	19.2	A	1.04	A
USGS	10194200	2012-08-07	18.9	A	1.03	A
USGS	10194200	2012-08-08	24.6	A	1.17	A
USGS	10194200	2012-08-09	19.1	A	1.05	A
USGS	10194200	2012-08-10	18.2	A	1.03	A
USGS	10194200	2012-08-11	17.6	A	1.02	A
USGS	10194200	2012-08-12	16.9	A	0.99	A
USGS	10194200	2012-08-13	17.2	A	1.01	A
USGS	10194200	2012-08-14	20.9	A	1.11	A
USGS	10194200	2012-08-15	19.1	A	1.08	A
USGS	10194200	2012-08-16	16.9	A	1.01	A
USGS	10194200	2012-08-17	16.0	A	0.99	A
USGS	10194200	2012-08-18	17.4	A	1.04	A
USGS	10194200	2012-08-19	16.0	A	1.00	A
USGS	10194200	2012-08-20	15.8	A	1.00	A
USGS	10194200	2012-08-21	15.7	A	1.00	A
USGS	10194200	2012-08-22	16.2	A	1.01	A
USGS	10194200	2012-08-23	17.2	A	1.04	A
USGS	10194200	2012-08-24	18.4	A	1.08	A
USGS	10194200	2012-08-25	21.8	A	1.17	A
USGS	10194200	2012-08-26	20.4	A	1.13	A
USGS	10194200	2012-08-27	19.4	A	1.10	A
USGS	10194200	2012-08-28	18.2	A	1.07	A
USGS	10194200	2012-08-29	17.8	A	1.06	A
USGS	10194200	2012-08-30	17.8	A	1.06	A
USGS	10194200	2012-08-31	19.1	A	1.10	A
USGS	10194200	2012-09-01	16.6	A	1.02	A
USGS	10194200	2012-09-02	15.9	A	1.00	A
USGS	10194200	2012-09-03	15.6	A	0.99	A
USGS	10194200	2012-09-04	16.1	A	1.01	A
USGS	10194200	2012-09-05	16.5	A	1.02	A
USGS	10194200	2012-09-06	16.7	A	1.03	A
USGS	10194200	2012-09-07	17.3	A	1.04	A
USGS	10194200	2012-09-08	16.0	A	1.00	A
USGS	10194200	2012-09-09	15.9	A	1.00	A
USGS	10194200	2012-09-10	15.8	A	1.00	A
USGS	10194200	2012-09-11	18.9	A	1.09	A
USGS	10194200	2012-09-12	19.0	A	1.09	A
USGS	10194200	2012-09-13	18.5	A	1.08	A
USGS	10194200	2012-09-14	17.5	A	1.05	A
USGS	10194200	2012-09-15	16.6	A	1.03	A
USGS	10194200	2012-09-16	16.4	A	1.02	A
USGS	10194200	2012-09-17	15.9	A	1.00	A
USGS	10194200	2012-09-18	15.6	A	0.99	A
USGS	10194200	2012-09-19	15.3	A	0.98	A
USGS	10194200	2012-09-20	14.7	A	0.96	A
USGS	10194200	2012-09-21	15.2	A	0.98	A
USGS	10194200	2012-09-22	15.5	A	0.99	A
USGS	10194200	2012-09-23	15.1	A	0.98	A
USGS	10194200	2012-09-24	15.7	A	0.99	A
USGS	10194200	2012-09-25	17.2	A	1.08	A
USGS	10194200	2012-09-26	12.4	A	0.98	A
USGS	10194200	2012-09-27	12.2	A	0.97	A
USGS	10194200	2012-09-28	12.3	A	0.98	A
USGS	10194200	2012-09-29	11.9	A	0.96	A
USGS	10194200	2012-09-30	11.6	A	0.95	A
USGS	10194200	2012-10-01	11.5	A	0.95	A
USGS	10194200	2012-10-02	11.5	A	0.95	A
USGS	10194200	2012-10-03	11.6	A		
USGS	10194200	2012-10-04	11.8	A		
USGS	10194200	2012-10-05	11.8	A		
USGS	10194200	2012-10-06	11.9	A		
USGS	10194200	2012-10-07	11.9	A		
USGS	10194200	2012-10-08	11.9	A		
USGS	10194200	2012-10-09	12.3	A		
USGS	10194200	2012-10-10	12.2	A		
USGS	10194200	2012-10-11	12.2	A		
USGS	10194200	2012-10-12	14.0	A		
USGS	10194200	2012-10-13	14.8	A		
USGS	10194200	2012-10-14	13.5	A		
USGS	10194200	2012-10-15	13.0	A		
USGS	10194200	2012-10-16	12.8	A		
USGS	10194200	2012-10-17	12.7	A		
USGS	10194200	2012-10-18	12.8	A		
USGS	10194200	2012-10-19	12.7	A		
USGS	10194200	2012-10-20	12.6	A		
USGS	10194200	2012-10-21	12.4	A		
USGS	10194200	2012-10-22	12.3	A		
USGS	10194200	2012-10-23	12.3	A		
USGS	10194200	2012-10-24	12.6	A		
USGS	10194200	2012-10-25	12.4	A		
USGS	10194200	2012-10-26	11.8	A		
USGS	10194200	2012-10-27	12.3	A		
USGS	10194200	2012-10-28	12.6	A		
USGS	10194200	2012-10-29	12.5	A		
USGS	10194200	2012-10-30	12.4	A		
USGS	10194200	2012-10-31	12.4	A		
USGS	10194200	2012-11-01	12.4	A		
USGS	10194200	2012-11-02	12.3	A		
USGS	10194200	2012-11-03	12.3	A		
USGS	10194200	2012-11-04	12.3	A		
USGS	10194200	2012-11-05	12.3	A		
USGS	10194200	2012-11-06	12.3	A		
USGS	10194200	2012-11-07	12.3	A		
USGS	10194200	2012-11-08	12.2	A		
USGS	10194200	2012-11-09	13.7	A		
USGS	10194200	2012-11-10	12.8	A		
USGS	10194200	2012-11-11	11.1	A		
USGS	10194200	2012-11-12	10.0	A:e		
USGS	10194200	2012-11-13	12.6	A		
USGS	10194200	2012-11-14	13.5	A		
USGS	10194200	2012-11-15	13.8	A		
USGS	10194200	2012-11-16	14.8	A		
USGS	10194200	2012-11-17	14.9	A		
USGS	10194200	2012-11-18	14.8	A		
USGS	10194200	2012-11-19	14.3	A		
USGS	10194200	2012-11-20	14.2	A		
USGS	10194200	2012-11-21	14.1	A		
USGS	10194200	2012-11-22	14.0	A		
USGS	10194200	2012-11-23	13.3	A		
USGS	10194200	2012-11-24	13.8	A		
USGS	10194200	2012-11-25	13.8	A		
USGS	10194200	2012-11-26	13.4	A		
USGS	10194200	2012-11-27	12.6	A		
USGS	10194200	2012-11-28	14.2	A		
USGS	10194200	2012-11-29	14.4	A		
USGS	10194200	2012-11-30	14.4	A		
USGS	10194200	2012-12-01	14.5	A		
USGS	10194200	2012-12-02	14.5	A		
USGS	10194200	2012-12-03	15.5	A		
USGS	10194200	2012-12-04	14.9	A		
USGS	10194200	2012-12-05	14.9	A		
USGS	10194200	2012-12-06	15.0	A		
USGS	10194200	2012-12-07	14.9	A		
USGS	10194200	2012-12-08	14.1	A		
USGS	10194200	2012-12-09	13.6	A		
USGS	10194200	2012-12-10	11.2	A		
USGS	10194200	2012-12-11	14.3	A		
USGS	10194200	2012-12-12	14.9	A		
USGS	10194200	2012-12-13	14.8	A		
USGS	10194200	2012-12-14	14.8	A		
USGS	10194200	2012-12-15	14.9	A		
USGS	10194200	2012-12-16	14.5	A		
USGS	10194200	2012-12-17	14.4	A		
USGS	10194200	2012-12-18	14.3	A		
USGS	10194200	2012-12-19	9.80	A		
USGS	10194200	2012-12-20	6.53	A		
USGS	10194200	2012-12-21	7.47	A		
USGS	10194200	2012-12-22	9.25	A		
USGS	10194200	2012-12-23	11.9	A		
USGS	10194200	2012-12-24	13.3	A		
USGS	10194200	2012-12-25	11.8	A		
USGS	10194200	2012-12-26	12.7	A		
USGS	10194200	2012-12-27	13.9	A		
USGS	10194200	2012-12-28	13.8	A		
USGS	10194200	2012-12-29	11.3	A		
USGS	10194200	2012-12-30	12.7	A		
USGS	10194200	2012-12-31	12.4	A		
USGS	10194200	2013-01-01	9.42	A		
USGS	10194200	2013-01-02	9.53	A		
USGS	10194200	2013-01-03	9.00	A:e		
USGS	10194200	2013-01-04	9.50	A:e		
USGS	10194200	2013-01-05	10.0	A:e		
USGS	10194200	2013-01-06	10.0	A:e		
USGS	10194200	2013-01-07	10.7	A		
USGS	10194200	2013-01-08	11.4	A		
USGS	10194200	2013-01-09	11.9	A		
USGS	10194200	2013-01-10	12.7	A		
USGS	10194200	2013-01-11	12.2	A		
USGS	10194200	2013-01-12	10.4	A		
USGS	10194200	2013-01-13	11.5	A		
USGS	10194200	2013-01-14	11.0	A		
USGS	10194200	2013-01-15	10.6	A		
USGS	10194200	2013-01-16	12.2	A		
USGS	10194200	2013-01-17	12.5	A		
USGS	10194200	2013-01-18	12.4	A		
USGS	10194200	2013-01-19	12.6	A		
USGS	10194200	2013-01-20	12.7	A		
USGS	10194200	2013-01-21	12.8	A		
USGS	10194200	2013-01-22	12.9	A		
USGS	10194200	2013-01-23	13.3	A		
USGS	10194200	2013-01-24	14.6	A		
USGS	10194200	2013-01-25	16.4	A		
USGS	10194200	2013-01-26	15.6	A		
USGS	10194200	2013-01-27	14.9	A		
USGS	10194200	2013-01-28	13.5	A		
USGS	10194200	2013-01-29	8.85	A		
USGS	10194200	2013-01-30	14.2	A		
USGS	10194200	2013-01-31	14.1	A		
USGS	10194200	2013-02-01	13.0	A		
USGS	10194200	2013-02-02	13.1	A		
USGS	10194200	2013-02-03	14.0	A		
USGS	10194200	2013-02-04	13.2	A		
USGS	10194200	2013-02-05	13.6	A		
USGS	10194200	2013-02-06	14.1	A		
USGS	10194200	2013-02-07	12.9	A		
USGS	10194200	2013-02-08	14.6	A		
USGS	10194200	2013-02-09	13.7	A		
USGS	10194200	2013-02-10	14.7	A		
USGS	10194200	2013-02-11	14.4	A		
USGS	10194200	2013-02-12	11.3	A		
USGS	10194200	2013-02-13	16.0	A		
USGS	10194200	2013-02-14	14.9	A		
USGS	10194200	2013-02-15	14.2	A		
USGS	10194200	2013-02-16	14.2	A		
USGS	10194200	2013-02-17	15.5	A		
USGS	10194200	2013-02-18	14.8	A		
USGS	10194200	2013-02-19	15.4	A		
USGS	10194200	2013-02-20	16.2	A		
USGS	10194200	2013-02-21	16.1	A		
USGS	10194200	2013-02-22	14.2	A		
USGS	10194200	2013-02-23	15.0	A		
USGS	10194200	2013-02-24	15.7	A		
USGS	10194200	2013-02-25	14.4	A		
USGS	10194200	2013-02-26	17.4	A		
USGS	10194200	2013-02-27	14.9	A		
USGS	10194200	2013-02-28	16.0	A		
USGS	10194200	2013-03-01	19.0	A		
USGS	10194200	2013-03-02	18.8	A		
USGS	10194200	2013-03-03	20.6	A		
USGS	10194200	2013-03-04	20.5	A		
USGS	10194200	2013-03-05	18.8	A		
USGS	10194200	2013-03-06	21.9	A		
USGS	10194200	2013-03-07	22.3	A		
USGS	10194200	2013-03-08	23.0	A		
USGS	10194200	2013-03-09	22.7	A		
USGS	10194200	2013-03-10	20.8	A		
USGS	10194200	2013-03-11	21.8	A		
USGS	10194200	2013-03-12	23.5	A		
USGS	10194200	2013-03-13	25.5	A		
USGS	10194200	2013-03-14	28.7	A		
USGS	10194200	2013-03-15	34.8	A		
USGS	10194200	2013-03-16	41.7	A		
USGS	10194200	2013-03-17	41.5	A		
USGS	10194200	2013-03-18	38.5	A		
USGS	10194200	2013-03-19	36.9	A		
USGS	10194200	2013-03-20	35.4	A		
USGS	10194200	2013-03-21	34.8	A		
USGS	10194200	2013-03-22	32.9	A		
USGS	10194200	2013-03-23	32.3	A		
USGS	10194200	2013-03-24	30.8	A		
USGS	10194200	2013-03-25	30.7	A		
USGS	10194200	2013-03-26	30.9	A		
USGS	10194200	2013-03-27	32.6	A		
USGS	10194200	2013-03-28	35.2	A		
USGS	10194200	2013-03-29	39.9	A		
USGS	10194200	2013-03-30	43.6	A		
USGS	10194200	2013-03-31	43.6	A		
USGS	10194200	2013-04-01	44.0	A		
USGS	10194200	2013-04-02	45.2	A		
USGS	10194200	2013-04-03	41.7	A		
USGS	10194200	2013-04-04	42.6	A		
USGS	10194200	2013-04-05	45.0	A		
USGS	10194200	2013-04-06	48.1	A		
USGS	10194200	2013-04-07	49.3	A		
USGS	10194200	2013-04-08	51.8	A		
USGS	10194200	2013-04-09	51.1	A		
USGS	10194200	2013-04-10	50.7	A		
USGS	10194200	2013-04-11	50.2	A		
USGS	10194200	2013-04-12	55.5	A		
USGS	10194200	2013-04-13	64.1	A		
USGS	10194200	2013-04-14	82.0	A		
USGS	10194200	2013-04-15	85.6	A		
USGS	10194200	2013-04-16	84.0	A		
USGS	10194200	2013-04-17	71.5	A		
USGS	10194200	2013-04-18	68.1	A		
USGS	10194200	2013-04-19	65.2	A		
USGS	10194200	2013-04-20	73.5	A		
USGS	10194200	2013-04-21	78.6	A		
USGS	10194200	2013-04-22	89.4	A		
USGS	10194200	2013-04-23	95.2	A		
USGS	10194200	2013-04-24	94.1	A		
USGS	10194200	2013-04-25	96.8	A		
USGS	10194200	2013-04-26	108	A		
USGS	10194200	2013-04-27	114	A		
USGS	10194200	2013-04-28	124	A		
USGS	10194200	2013-04-29	141	A		
USGS	10194200	2013-04-30	174	A		
USGS	10194200	2013-05-01	185	A		
USGS	10194200	2013-05-02	154	A		
USGS	10194200	2013-05-03	134	A		
USGS	10194200	2013-05-04	135	A		
USGS	10194200	2013-05-05	138	A		
USGS	10194200	2013-05-06	138	A		
USGS	10194200	2013-05-07	136	A		
USGS	10194200	2013-05-08	129	A		
USGS	10194200	2013-05-09	123	A		
USGS	10194200	2013-05-10	112	A		
USGS	10194200	2013-05-11	109	A		
USGS	10194200	2013-05-12	113	A		
USGS	10194200	2013-05-13	120	A		
USGS	10194200	2013-05-14	136	A		
USGS	10194200	2013-05-15	152	A		
USGS	10194200	2013-05-16	148	A		
USGS	10194200	2013-05-17	140	A		
USGS	10194200	2013-05-18	131	A		
USGS	10194200	2013-05-19	127	A		
USGS	10194200	2013-05-20	120	A		
USGS	10194200	2013-05-21	115	A		
USGS	10194200	2013-05-22	102	A		
USGS	10194200	2013-05-23	103	A		
USGS	10194200	2013-05-24	97.9	A		
USGS	10194200	2013-05-25	94.1	A		
USGS	10194200	2013-05-26	101	A		
USGS	10194200	2013-05-27	107	A		
USGS	10194200	2013-05-28	102	A		
USGS	10194200	2013-05-29	89.2	A		
USGS	10194200	2013-05-30	81.9	A		
USGS	10194200	2013-05-31	79.3	A		
USGS	10194200	2013-06-01	76.6	A		
USGS	10194200	2013-06-02	76.4	A		
USGS	10194200	2013-06-03	77.9	A		
USGS	10194200	2013-06-04	79.2	A		
USGS	10194200	2013-06-05	78.2	A		
USGS	10194200	2013-06-06	82.6	A		
USGS	10194200	2013-06-07	87.4	A		
USGS	10194200	2013-06-08	80.7	A		
USGS	10194200	2013-06-09	77.1	A		
USGS	10194200	2013-06-10	74.9	A		
USGS	10194200	2013-06-11	72.4	A		
USGS	10194200	2013-06-12	67.6	A		
USGS	10194200	2013-06-13	64.7	A		
USGS	10194200	2013-06-14	64.2	A		
USGS	10194200	2013-06-15	60.9	A		
USGS	10194200	2013-06-16	57.0	A		
USGS	10194200	2013-06-17	55.6	A		
USGS	10194200	2013-06-18	52.9	A		
USGS	10194200	2013-06-19	51.2	A		
USGS	10194200	2013-06-20	50.2	A		
USGS	10194200	2013-06-21	48.4	A		
USGS	10194200	2013-06-22	47.0	A		
USGS	10194200	2013-06-23	46.5	A		
USGS	10194200	2013-06-24	45.4	A		
USGS	10194200	2013-06-25	44.3	A		
USGS	10194200	2013-06-26	42.6	A		
USGS	10194200	2013-06-27	42.4	A		
USGS	10194200	2013-06-28	42.4	A		
USGS	10194200	2013-06-29	41.5	A		
USGS	10194200	2013-06-30	40.3	A		
USGS	10194200	2013-07-01	39.1	A		
USGS	10194200	2013-07-02	38.3	A		
USGS	10194200	2013-07-03	37.6	A		
USGS	10194200	2013-07-04	37.5	A		
USGS	10194200	2013-07-05	37.7	A		
USGS	10194200	2013-07-06	39.4	A		
USGS	10194200	2013-07-07	38.5	A		
USGS	10194200	2013-07-08	36.8	A		
USGS	10194200	2013-07-09	34.9	A		
USGS	10194200	2013-07-10	33.8	A		
USGS	10194200	2013-07-11	34.5	A		
USGS	10194200	2013-07-12	37.7	A		
USGS	10194200	2013-07-13	36.7	A		
USGS	10194200	2013-07-14	35.1	A		
USGS	10194200	2013-07-15	34.6	A		
USGS	10194200	2013-07-16	34.4	A		
USGS	10194200	2013-07-17	33.4	A		
USGS	10194200	2013-07-18	33.8	A		
USGS	10194200	2013-07-19	32.4	A		
USGS	10194200	2013-07-20	31.2	A		
USGS	10194200	2013-07-21	30.5	A		
USGS	10194200	2013-07-22	30.5	A		
USGS	10194200	2013-07-23	38.0	A		
USGS	10194200	2013-07-24	36.4	A		
USGS	10194200	2013-07-25	28.6	A		
USGS	10194200	2013-07-26	23.8	A		
USGS	10194200	2013-07-27	23.5	A		
USGS	10194200	2013-07-28	24.2	A		
USGS	10194200	2013-07-29	27.4	A		
USGS	10194200	2013-07-30	20.5	A		
USGS	10194200	2013-07-31	18.7	A		
USGS	10194200	2013-08-01	17.6	A		
USGS	10194200	2013-08-02	16.9	A		
USGS	10194200	2013-08-03	16.5	A		
USGS	10194200	2013-08-04	16.1	A		
USGS	10194200	2013-08-05	16.0	A		
USGS	10194200	2013-08-06	15.6	A		
USGS	10194200	2013-08-07	15.4	A		
USGS	10194200	2013-08-08	15.2	A		
USGS	10194200	2013-08-09	15.0	A		
USGS	10194200	2013-08-10	14.8	A		
USGS	10194200	2013-08-11	14.7	A		
USGS	10194200	2013-08-12	14.9	A		
USGS	10194200	2013-08-13	14.7	A		
USGS	10194200	2013-08-14	14.0	A		
USGS	10194200	2013-08-15	13.6	A		
USGS	10194200	2013-08-16	13.4	A		
USGS	10194200	2013-08-17	13.7	A		
USGS	10194200	2013-08-18	15.5	A		
